gene,selection_intensity,ci_low_95,ci_high_95
COL4A1,143.429705996233,23.8494048240715,442.88808036138
OR11H12,127.368745041273,21.1788049171971,393.29402868048
POTEG,132.787359099034,22.0798091016701,410.025811099095
POTEM,58.3604711863885,9.70414707597478,180.207663076015
OR4Q3,37.719467066198,6.27197280027018,116.471550112492
OR4M1,47.1078574065866,7.83306585663421,145.461342545363
OR4K1,319.760214722082,56.7320006070432,965.980144348835
OR4K14,354.505716639297,58.9470245760723,1094.65590421212
OR4K13,221.073002764298,36.7598987640455,682.637584562914
RNASE2,121.874713086257,20.2652623043685,376.329290825321
OR4E2,726.128822370036,120.740274877743,2242.16828342547
AE000662.92,1470.2112332102,244.465838809061,4539.77536229094
HAUS4,490.812659278366,81.6119977599379,1515.54844980054
CTSG,326.576290421407,54.3029204491144,1008.41501113425
NOVA1,401.194180330971,66.7103465302503,1238.82314504067
FOXG1,250.37914703588,41.6329155627637,773.129828943063
PRKD1,542.807544808794,90.2577124378894,1676.10066050922
AKAP6,143.511630679925,23.8630353381777,443.140672581616
NPAS3,249.776051482541,41.5325524748169,771.267516911893
PAX9,553.34751087238,92.0102887046507,1708.64615657343
SSTR1,49.1159405333788,8.16697149486931,151.662058531662
CLEC14A,144.583545852025,24.0412780004092,446.45033206173
LRFN5,1100.26153411011,182.950875535334,3397.4301288742
FSCB,168.815608093824,28.0705631823648,521.275427552498
FANCM,3060.63306474574,508.920276510632,9450.73932215082
RPL10L,2407.64682971678,400.342188657383,7434.42135920391
MDGA2,240.158038616469,39.9333590232384,741.568720304407
TRIM9,541.750812445821,90.0820256832617,1672.83902078894
NID2,143.478815723738,23.8575742942121,443.039559504027
TBPL2,106.59265673694,17.7241686803091,329.140844312982
TOMM20L,132.399547044869,22.0153103510799,408.828999018826
C14orf39,197.962915108274,32.9171690714343,611.277201875499
SIX6,69.609531995855,11.5746370507428,214.942869850405
SYT16,106.156107031825,17.6515750039673,327.793054537321
KCNH5,280.630856162662,46.663141549453,866.542784014011
ZFP36L1,1612.02621079493,268.046703141316,4977.67438582609
SLC8A3,325.667964667716,54.1518926948373,1005.60970324749
SIPA1L1,1030.09973906312,171.284365919927,3180.78100127797
MLH3,635.053606706996,105.596343927928,1960.94387025449
IFT43,995.232105295074,165.486602685364,3073.11513895296
NGB,413.653538474793,68.7820989999249,1277.29500323454
ADCK1,177.330419121963,29.4863867821503,547.568464864188
TSHR,190.998964921472,47.4991842435265,495.279744528974
STON2,242.60772620199,40.3406903656795,749.132934816323
FLRT2,34.4239890116894,5.72400123664627,106.295716772615
KCNK13,90.5460830478728,15.0559511469186,279.591708528606
TTC7B,172.803862140321,28.7337193343719,533.590910100033
UNC79,351.759066886763,58.4903142560832,1086.17485497717
PRIMA1,595.177704668152,98.9658229615057,1837.81246818125
